panel,tag,t,power_W,step_W,sd_W,drift_W,n_active,n_idle
a,f64,432.8082498013973,2.1027599178585366,,,,,
a,f64,434.0448448008299,2.0949316522887096,,,,,
a,f64,435.28143980026243,2.0941835669661284,,,,,
a,f64,436.51803479969504,2.1360158448642284,,,,,
a,f64,437.7546297991276,2.1063135537451623,,,,,
a,f64,438.99122479856015,2.0931490853170733,,,,,
a,f64,440.2278197979927,2.0948083600314513,,,,,
a,f64,441.46441479742526,2.099847899290323,,,,,
a,f64,442.7010097968578,2.0957310743373982,,,,,
a,f64,443.9376047962904,2.1770006604806453,,,,,
a,f64,445.174199795723,2.1045182216596774,,,,,
a,f64,446.41079479515554,2.098608716645528,,,,,
a,f64,447.6473897945881,2.0951739624451613,,,,,
a,f64,448.88398479402065,2.0954931313024194,,,,,
a,f64,450.1205797934532,2.1414025293609757,,,,,
a,f64,451.35717479288576,2.1009347260564515,,,,,
a,f64,452.59376979231837,2.0954234911693543,,,,,
a,f64,453.8303647917509,2.0942070088796747,,,,,
a,f64,455.0669597911835,2.0950981533403223,,,,,
a,f64,456.30355479061603,2.1953323115620966,,,,,
a,f64,457.5401497900486,2.115656920519513,,,,,
a,f64,458.77674478948114,2.1113822129048394,,,,,
a,f64,460.01333978891375,2.112461393825,,,,,
a,f64,461.2499347883463,2.0980313251260165,,,,,
a,f64,462.48652978777886,2.099248130647581,,,,,
a,f64,463.7231247872114,2.095067898292742,,,,,
a,f64,464.959719786644,2.0947595578203253,,,,,
a,f64,466.1963147860765,2.0945424116645164,,,,,
a,f64,467.43290978550914,2.094052908327419,,,,,
a,f64,468.6695047849417,2.1838151833170727,,,,,
a,f64,469.90609978437425,2.111421240726613,,,,,
a,f64,471.1426947838068,2.1019874973241937,,,,,
a,f64,472.37928978323936,2.09650919812683,,,,,
a,f64,473.6158847826719,2.099678108992742,,,,,
a,f64,474.8524797821045,2.094875456883871,,,,,
a,f64,476.0890747815371,2.0977474102682927,,,,,
a,f64,477.32566978096963,2.0961702695411293,,,,,
a,f64,478.5622647804022,2.0983139830451614,,,,,
a,f64,479.79885977983474,2.122185383926829,,,,,
a,f64,481.0354547792673,2.1926471721677414,,,,,
a,f64,482.27204977869985,2.1050974471790322,,,,,
a,f64,483.50864477813246,2.1057190981056912,,,,,
a,f64,484.745239777565,2.095952557595968,,,,,
a,f64,485.9818347769976,2.179542960683871,,,,,
a,f64,487.2184297764301,2.1018888646333336,,,,,
a,f64,488.4550247758627,2.095963042690323,,,,,
a,f64,489.69161977529524,2.0985288895620964,,,,,
a,f64,490.92821477472785,2.0979620163032524,,,,,
a,f64,492.1648097741604,2.096340824717742,,,,,
a,f64,493.40140477359296,2.1881647654918694,,,,,
b,f64,,,0.7545810220515081,0.13660253947786657,0.0014449350947072226,15994.0,11999.0
b,f256,,,0.3328433943462956,0.05760378531138764,0.001804401077427631,16037.0,11999.0
b,f512,,,0.26726709750181454,0.05465691797183315,0.002579440171211811,16006.0,11998.0
b,f1024,,,0.22848893331504572,0.0536376775050162,0.00017345184116379642,16009.0,11999.0
b,f2048,,,0.23952472845788142,0.05162483506305102,0.0008764114739134854,16037.0,11999.0
