tag,throughput,e_marg,speedup,ratio,arm_throughput,arm_e,idle_unconfigured_W,idle_configured_W
f64,1012658.0,719.0,40.22474677259186,0.05503674219228414,25175.0,13064.0,3.075917827007326,2.0706459823460444
f256,272004.0,1223.7,10.804528301886792,0.09366962645437844,25175.0,13064.0,3.075917827007326,2.0706459823460444
f512,137779.0,2043.6,5.472850049652433,0.15642988364972443,25175.0,13064.0,3.075917827007326,2.0706459823460444
f1024,69341.0,3295.1,2.754359483614697,0.25222749540722594,25175.0,13064.0,3.075917827007326,2.0706459823460444
f2048,34766.0,6715.0,1.3809731876861966,0.5140079608083282,25175.0,13064.0,3.075917827007326,2.0706459823460444
